gradelevel,Organizationcode,Organizationid,Organizationname,Schoolyear,Studentcount
6th Grade,3997,100642,Pleasant Valley Middle,2017-18,127
6th Grade,4004,100934,Coupeville Middle School,2017-18,72
6th Grade,4011,100658,Dayton Middle School,2017-18,35
6th Grade,4021,101648,Northshore Middle School,2017-18,318
6th Grade,4028,100373,Desert Hills Middle School,2017-18,302
6th Grade,4031,100395,Finley Middle School,2017-18,67
6th Grade,4035,102741,Mullan Road Elementary,2017-18,88
6th Grade,4041,100770,Ruth Livingston Elementary,2017-18,116
6th Grade,4051,100608,Wyeast Middle School,2017-18,303
6th Grade,4055,103211,East Valley Central Middle School,2017-18,271
6th Grade,4064,101167,Washington Middle School,2017-18,218
6th Grade,4065,101168,Orca K-8 School,2017-18,35
6th Grade,4095,100734,Sterling School,2017-18,276
6th Grade,4097,102831,East Farms School,2017-18,58
6th Grade,4110,102061,Chief Leschi Schools(Closed),2017-18,50
6th Grade,4113,102657,Granite Falls Middle School,2017-18,114
6th Grade,4121,102062,Ridgecrest Elementary,2017-18,62
6th Grade,4126,101596,Crestwood Elementary School,2017-18,72
6th Grade,4132,102191,Lakeridge Middle School,2017-18,228
6th Grade,4133,102779,Midway Elementary,2017-18,91
6th Grade,4134,102780,Shiloh Hills Elementary,2017-18,89
6th Grade,4139,102477,North Lake Middle School,2017-18,346
6th Grade,4142,101757,John Sedgwick Middle School,2017-18,238
6th Grade,4145,102630,Valley View Middle School,2017-18,2
6th Grade,4146,102063,Pope Elementary,2017-18,90
6th Grade,4148,101556,Evergreen Middle School,2017-18,401
6th Grade,4155,100772,James McGee Elementary,2017-18,102
6th Grade,4156,102261,Key Peninsula Middle School,2017-18,155
6th Grade,4167,101557,Northstar Middle School,2017-18,30
6th Grade,4183,102064,Ferrucci Jr High,2017-18,55
6th Grade,4184,102631,Seattle Hill Elementary,2017-18,78
6th Grade,4185,102804,Horizon Middle School,2017-18,156
6th Grade,4186,102304,Cedarcrest Middle School,2017-18,236
6th Grade,4192,102744,Woodridge Elementary,2017-18,62
6th Grade,4196,101973,Tonasket Middle School,2017-18,101
6th Grade,4207,100583,Jemtegaard Middle School,2017-18,179
6th Grade,4209,100612,Pacific Middle School,2017-18,303
6th Grade,4210,101236,Enumclaw Middle School,2017-18,156
6th Grade,4213,100722,Bridgeport Middle School,2017-18,70
6th Grade,4214,100752,Inchelium Middle School,2017-18,19
6th Grade,4215,100753,Inchelium Elementary School,2017-18,1
6th Grade,4218,101173,South Shore PK-8 School,2017-18,58
6th Grade,4219,102263,Kopachuck Middle School,2017-18,181
6th Grade,4221,103271,Zillah Intermediate School,2017-18,103
6th Grade,4223,101958,Brewster Middle School,2017-18,75
6th Grade,4226,102838,Liberty Jr High & Elementary,2017-18,42
6th Grade,4230,102318,Eatonville Middle School,2017-18,126
6th Grade,4231,102497,Explorer Middle School,2017-18,314
6th Grade,4232,102878,Wellpinit Middle School,2017-18,21
6th Grade,4237,101945,Omak Middle School,2017-18,128
6th Grade,4241,102632,Dutch Hill Elementary,2017-18,94
6th Grade,4245,100895,Elma Middle School,2017-18,118
6th Grade,4246,100554,Washington State School for the Deaf,2017-18,11
6th Grade,4249,101732,Ridgetop Middle School,2017-18,231
6th Grade,4261,100955,Chimacum Middle School,2017-18,66
6th Grade,4262,102207,Orting Middle School,2017-18,216
6th Grade,4263,101176,Residential Consortium,2017-18,6
6th Grade,4264,100684,Toutle Lake Elementary,2017-18,62
6th Grade,4277,101177,Hutch School,2017-18,2
6th Grade,4278,101946,Paschal Sherman,2017-18,10
6th Grade,4286,102745,Sacred Heart Hospital,2017-18,1
6th Grade,4288,101918,Choice Middle and High School,2017-18,2
6th Grade,4293,101602,Ridgewood Elementary School,2017-18,83
6th Grade,4294,101603,Martin Sortun Elementary School,2017-18,96
6th Grade,4301,101604,Jenkins Creek Elementary School,2017-18,51
6th Grade,4311,101861,Chehalis Middle School,2017-18,197
6th Grade,4318,101409,Tolt Middle School,2017-18,245
6th Grade,4321,100943,South Whidbey Elementary,2017-18,112
6th Grade,4325,102180,Drum Intermediate,2017-18,182
6th Grade,4334,102463,Heatherwood Middle School,2017-18,364
6th Grade,4335,101850,Onalaska Middle School,2017-18,64
6th Grade,4345,101605,Horizon Elementary School,2017-18,65
6th Grade,4353,101606,Carriage Crest Elementary School,2017-18,62
6th Grade,4356,101607,Neely O Brien Elementary School,2017-18,136
6th Grade,4357,102592,Cedarcrest School,2017-18,260
6th Grade,4359,101710,Kingston Middle School,2017-18,179
6th Grade,4360,102066,Warren Hunt Elem,2017-18,92
6th Grade,4361,102067,Frank Brouillet Elem,2017-18,111
6th Grade,4366,102634,Cascade View Elementary,2017-18,65
6th Grade,4369,101840,Winlock Middle School,2017-18,62
6th Grade,4371,101656,Skyview Middle School,2017-18,333
6th Grade,4383,102635,Totem Falls,2017-18,53
6th Grade,4384,100351,Heights Elementary,2017-18,74
6th Grade,4385,101429,Rainier Middle School,2017-18,298
6th Grade,4386,101562,Inglewood Middle School,2017-18,393
6th Grade,4387,102265,Harbor Ridge Middle School,2017-18,199
6th Grade,4389,102746,Moran Prairie Elementary,2017-18,84
6th Grade,4394,102893,Summit Valley School,2017-18,11
6th Grade,4397,101452,Chief Kanim Middle School,2017-18,286
6th Grade,4400,102781,Meadow Ridge Elementary,2017-18,93
6th Grade,4403,100450,Icicle River Middle School,2017-18,89
6th Grade,4406,100558,Alki Middle School,2017-18,189
6th Grade,4407,102310,Frontier Middle School,2017-18,262
6th Grade,4409,102942,Komachin Middle School,2017-18,221
6th Grade,4412,102372,Bay View Elementary,2017-18,74
6th Grade,4413,101608,George T. Daniel Elementary School,2017-18,53
6th Grade,4414,102068,Shaw Road Elementary,2017-18,102
6th Grade,4416,102202,North Tapps Middle School,2017-18,192
6th Grade,4420,101609,Sunrise Elementary School,2017-18,82
6th Grade,4425,102504,Voyager Middle School,2017-18,290
6th Grade,4429,100382,Horse Heaven Hills Middle School,2017-18,292
6th Grade,4430,102505,Harbour Pointe Middle School,2017-18,245
6th Grade,4432,100470,Foothills Middle School,2017-18,195
6th Grade,4437,102465,Gateway Middle School,2017-18,281
6th Grade,4441,101683,Mountain View Middle School,2017-18,310
6th Grade,4442,103072,Kulshan Middle School,2017-18,208
6th Grade,4443,102069,Doris Stahl Junior High,2017-18,2
6th Grade,4452,102957,George Washington Bush Middle Sch,2017-18,242
6th Grade,4460,101477,Beaver Lake Middle School,2017-18,282
6th Grade,4462,101431,Mt Baker Middle School,2017-18,326
6th Grade,4465,101611,Meadow Ridge Elementary School,2017-18,67
6th Grade,4466,101612,Sawyer Woods Elementary School,2017-18,73
6th Grade,4473,102982,Thurgood Marshall Middle School,2017-18,128
6th Grade,4475,100967,Blue Heron Middle School,2017-18,85
6th Grade,4479,102659,Monte Cristo Elementary,2017-18,16
6th Grade,4489,101614,Glenridge Elementary,2017-18,63
6th Grade,4494,100489,Dry Creek Elementary,2017-18,62
6th Grade,4496,102070,Edward Zeiger Elem,2017-18,9
6th Grade,4498,100616,Frontier Middle School,2017-18,260
6th Grade,4501,101968,Methow Valley Elementary,2017-18,40
6th Grade,4502,102197,Mountain View Middle School,2017-18,271
6th Grade,4503,100560,Discovery Middle School,2017-18,260
6th Grade,4506,103295,West Valley Middle School,2017-18,451
6th Grade,4508,100627,Skyridge Middle School,2017-18,272
6th Grade,4509,101737,Klahowya Secondary,2017-18,155
