gradelevel,Organizationcode,Organizationid,Organizationname,Schoolyear,Studentcount
10th Grade,4287,102567,Weston High School,2017-18,19
10th Grade,4288,101918,Choice Middle and High School,2017-18,30
10th Grade,4295,100422,Rivers Edge High School,2017-18,22
10th Grade,4314,102939,South Sound High School,2017-18,24
10th Grade,4326,102996,Rochester High School,2017-18,151
10th Grade,4333,102756,Lakeside High School,2017-18,113
10th Grade,4427,102943,River Ridge High School,2017-18,340
10th Grade,4431,100572,La Center High School,2017-18,132
10th Grade,4433,102506,Kamiak High School,2017-18,530
10th Grade,4438,102466,Henry M. Jackson High School,2017-18,532
10th Grade,4439,101565,Eastlake High School,2017-18,468
10th Grade,4450,100648,Summit View High School,2017-18,28
10th Grade,4474,101432,Auburn Riverside High School,2017-18,431
10th Grade,4484,100384,Southridge High School,2017-18,448
10th Grade,4491,102782,Mt Spokane High School,2017-18,401
10th Grade,4492,101615,Kentlake High School,2017-18,393
10th Grade,4495,101479,Skyline High School,2017-18,553
10th Grade,4500,102958,A G West Black Hills High School,2017-18,234
10th Grade,4504,100561,Skyview High School,2017-18,483
10th Grade,4509,101737,Klahowya Secondary,2017-18,158
10th Grade,4515,103073,Squalicum High School,2017-18,302
10th Grade,4523,100618,Heritage High School,2017-18,427
10th Grade,4528,102614,Monroe High School,2017-18,413
10th Grade,4540,102071,Emerald Ridge High School,2017-18,493
10th Grade,4559,103260,Highland High School,2017-18,86
10th Grade,4567,100629,Camas High School,2017-18,570
10th Grade,4568,100567,Hockinson High School,2017-18,185
10th Grade,4569,102329,White River High School,2017-18,297
10th Grade,4570,101226,Todd Beamer High School,2017-18,410
10th Grade,4585,104138,Bonney Lake High School,2017-18,359
10th Grade,5004,103995,Saratoga School,2017-18,6
10th Grade,5014,104029,New Market High School,2017-18,2
10th Grade,5021,104037,Blaine Home Connections,2017-18,4
10th Grade,5027,104144, General William H. Harrison Preparatory School,2017-18,71
10th Grade,5028,104145,Big Picture School,2017-18,28
10th Grade,5033,104150,Graham Kapowsin High School,2017-18,511
10th Grade,5037,104154,Auburn Mountainview High School,2017-18,392
10th Grade,5042,104160,Medical Lake Endeavors,2017-18,2
10th Grade,5046,104180,Private School Services,2017-18,1
10th Grade,5059,104218,Island Juvenile Detention Education Program,2017-18,1
10th Grade,5070,104242,Renton Academy,2017-18,2
10th Grade,5071,104243,Insight School of Washington,2017-18,390
10th Grade,5078,104270,Olympia Regional Learning Academy,2017-18,21
10th Grade,5085,104342,Kingston High School,2017-18,148
10th Grade,5097,104400,K-12 Ellensburg Learning Center,2017-18,4
10th Grade,5098,104413,Kent Phoenix Academy,2017-18,45
10th Grade,5104,104471,Hayes Freedom High School,2017-18,44
10th Grade,5106,104484,Phoenix High School,2017-18,12
10th Grade,5111,104613,Union High School,2017-18,488
10th Grade,5118,104623,Pend Oreille River School,2017-18,6
10th Grade,5128,104722,Glacier Peak High School,2017-18,463
10th Grade,5149,104794,Vancouver Virtual Learning Academy,2017-18,51
10th Grade,5151,104800,Okanogan Outreach Alternative School,2017-18,20
10th Grade,5153,104803,Yakima Online,2017-18,10
10th Grade,5163,104881,Career Academy at Truman High School,2017-18,13
10th Grade,5164,104883,Chiawana Senior High School,2017-18,680
10th Grade,5165,104890,Three Rivers Home Link,2017-18,18
10th Grade,5169,104895,Science and Math Institute,2017-18,107
10th Grade,5171,104897,Crossroads High School,2017-18,30
10th Grade,5172,104924,Puget Sound High School,2017-18,19
10th Grade,5176,104953,Cap Sante High School,2017-18,5
10th Grade,5180,104957,Columbia Virtual Academy - Kettle Falls,2017-18,62
10th Grade,5184,104963,Tacoma Pierce County Education Center,2017-18,1
10th Grade,5190,104969,Cowlitz Prairie Academy,2017-18,1
10th Grade,5191,104970,Hoquiam Homelink School,2017-18,14
10th Grade,5192,104989,Special Services,2017-18,4
10th Grade,5194,104995,Kelso Virtual Academy,2017-18,7
10th Grade,5197,104998,Washington Virtual Academy Omak High School,2017-18,370
10th Grade,5208,105217,"Twin Harbors, A Branch of New Market Skills Center",2017-18,1
10th Grade,5213,105222,Marysville Pilchuck High School,2017-18,313
10th Grade,5223,105266,Paideia High School,2017-18,14
10th Grade,5224,105268,Yakima Satellite Alternative Programs,2017-18,3
10th Grade,5226,105270,Selkirk High School,2017-18,22
10th Grade,5240,105341,Bellevue Big Picture School,2017-18,42
10th Grade,5243,105411,Pacific Virtual Learning,2017-18,9
10th Grade,5244,105412,Choice,2017-18,5
10th Grade,5245,105413,WINDWARD HIGH SCHOOL,2017-18,20
10th Grade,5250,105418,On Track Academy,2017-18,14
10th Grade,5252,105430,Northport Homelink Program,2017-18,3
10th Grade,5259,105453,Touchstone,2017-18,2
10th Grade,5262,105465,Northwest Allprep,2017-18,115
10th Grade,5265,105470,"Nikola Tesla Science, Technology, Engineering, and Math High School",2017-18,160
10th Grade,5268,105474,Riverpoint Academy,2017-18,50
10th Grade,5271,105487,Vancouver iTech Preparatory,2017-18,71
10th Grade,5275,105491,Individualized Graduation & Degree Program,2017-18,1
10th Grade,5278,105510,Spokane Valley Tech Skills Center,2017-18,1
10th Grade,5281,105522,Central Educational Services,2017-18,3
10th Grade,5282,105524,Talley High School,2017-18,24
10th Grade,5289,105533,Mabton Jr. Sr. High,2017-18,57
10th Grade,5290,105535,Clark County Juvenile Detention School,2017-18,5
10th Grade,5296,105544,Snoqualmie Parent Partnership Program,2017-18,5
10th Grade,5301,105552,The Community School,2017-18,43
10th Grade,5302,105555,Washington Youth Academy,2017-18,38
10th Grade,5305,105570,ESD 113 Consortium Reengagement Program,2017-18,7
10th Grade,5307,105603,Fresh Start,2017-18,3
10th Grade,5310,105625,Henrietta Lacks Health and Bioscience High School,2017-18,171
10th Grade,5312,105627,Discovery High School,2017-18,14
10th Grade,5316,105631,Open Doors Re-Engagement,2017-18,16
10th Grade,5319,105634,Chief Kitsap Academy,2017-18,13
10th Grade,5323,105642,Skill Source Reingagement Program,2017-18,4
10th Grade,5326,105647,La Center Home School Academy,2017-18,2
10th Grade,5342,105726,Open Doors,2017-18,1
10th Grade,5344,105731,Open Doors,2017-18,1
10th Grade,5348,105774,Open Doors Youth Reengagement (1418),2017-18,2
10th Grade,5355,105781,Yakima Open Doors,2017-18,2
10th Grade,5359,105786,Futurus High School,2017-18,2
10th Grade,5362,105789,College Place High School,2017-18,112
10th Grade,5367,105795,Desert Oasis High School,2017-18,15
10th Grade,5370,105799,Highline Open Doors 1418,2017-18,4
10th Grade,5371,105803,Highline Home School Center,2017-18,1
10th Grade,5372,105804,Acceleration Academy,2017-18,1
10th Grade,5373,105805,Lummi Nation School,2017-18,26
10th Grade,5375,105875,Summit Public School: Sierra,2017-18,88
10th Grade,5376,105876,Summit Public School: Olympus,2017-18,54
10th Grade,5395,105901,Career & Academic Re-engagement Center,2017-18,1
10th Grade,5400,105905,Discovery High School-Achieve,2017-18,2
10th Grade,5401,105906,Mead Open Doors,2017-18,1
10th Grade,5405,105909,Interagency Open Doors,2017-18,1
10th Grade,5411,105915,CPSD Open Doors Program,2017-18,1
10th Grade,5416,105922,East Grays Harbor High School,2017-18,1
10th Grade,5430,105980,Quileute Tribal School,2017-18,4
10th Grade,5432,105983,EV Online,2017-18,14
10th Grade,5433,105984,EV Parent Partnership,2017-18,13
10th Grade,5437,105988,Gibson Ek High School,2017-18,65
10th Grade,5444,105995,Mary M. Knight School,2017-18,9
10th Grade,5445,105996,Washington Connections Academy,2017-18,38
10th Grade,5446,105997,Mary Walker Promise,2017-18,1
10th Grade,5448,105999,Meridian Impact Re-Engagement,2017-18,1
10th Grade,5449,106000,Mount Vernon Open Doors,2017-18,1
10th Grade,5454,106005,Ocean Beach Alternative School,2017-18,6
10th Grade,5458,106009,Industrial Design Engineering and Art,2017-18,111
10th Grade,5461,106012,Wellpinit Fort Simcoe SEA,2017-18,1
10th Grade,5472,106055,Barker Creek Community School,2017-18,33
10th Grade,5473,106056,Technology Access Foundation Academy at Saghalie,2017-18,43
10th Grade,5478,106061,Marysville Getchell High School,2017-18,424
10th Grade,5480,106063,Pacific Crest Innovation Academy,2017-18,1
10th Grade,5481,106064,North Creek High School,2017-18,417
10th Grade,5500,106083,SVI 1418 Re-Engagement Program,2017-18,3
10th Grade,5502,106085,Daybreak Youth Services,2017-18,6
10th Grade,5506,106090,WEST VALLEY VIRTUAL ACADEMY 9-12,2017-18,30
10th Grade,5950,104221,Bates Technical High School,2017-18,11
10th Grade,5958,104877,Washington Network for Innovative Careers � A Washington State Skills Center,2017-18,12
10th Grade,5960,104894,Northwest Career & Technical Academy/A Washington State Skills Center,2017-18,4
10th Grade,1109,100287,Washtucna School District,2017-18,3
10th Grade,1147,100192,Othello School District,2017-18,297
10th Grade,1158,100131,Lind School District,2017-18,17
10th Grade,1160,100220,Ritzville School District,2017-18,41
10th Grade,2250,100045,Clarkston School District,2017-18,244
10th Grade,2420,100015,Asotin-Anatone School District,2017-18,48
10th Grade,3017,100116,Kennewick School District,2017-18,"1,374"
10th Grade,3052,100119,Kiona-Benton City School District,2017-18,107
10th Grade,3053,100089,Finley School District,2017-18,79
10th Grade,3116,100205,Prosser School District,2017-18,216
10th Grade,3400,100218,Richland School District,2017-18,"1,051"
10th Grade,4019,100139,Manson School District,2017-18,42
10th Grade,4127,100079,Entiat School District,2017-18,28
10th Grade,4129,100125,Lake Chelan School District,2017-18,140
10th Grade,4222,100035,CASHMERE SCHOOL DISTRICT,2017-18,121
10th Grade,4228,100034,Cascade School District,2017-18,114
10th Grade,4246,100290,Wenatchee School District,2017-18,583
10th Grade,5121,100202,Port Angeles School District,2017-18,310
10th Grade,5313,100059,Crescent School District,2017-18,16
10th Grade,5323,100233,Sequim School District,2017-18,219
10th Grade,5401,100032,Cape Flattery School District,2017-18,35
10th Grade,5402,100210,Quillayute Valley School District,2017-18,466
10th Grade,5903,105979,Quileute Tribal School District,2017-18,4
10th Grade,6037,100278,Vancouver School District,2017-18,"1,694"
10th Grade,6098,100106,Hockinson School District,2017-18,185
10th Grade,6101,100122,La Center School District,2017-18,135
10th Grade,6112,100286,Washougal School District,2017-18,263
10th Grade,6114,100084,Evergreen School District (Clark),2017-18,"2,009"
10th Grade,6117,100031,Camas School District,2017-18,614
10th Grade,6119,100018,Battle Ground School District,2017-18,"1,120"
10th Grade,6122,100219,Ridgefield School District,2017-18,218
10th Grade,6801,100003,Educational Service District 112,2017-18,11
10th Grade,7002,100066,Dayton School District,2017-18,26
10th Grade,8122,100132,Longview School District,2017-18,498
10th Grade,8130,100271,Toutle Lake School District,2017-18,53
10th Grade,8401,100036,Castle Rock School District,2017-18,109
10th Grade,8402,100113,Kalama School District,2017-18,70
10th Grade,8404,100302,Woodland School District,2017-18,190
10th Grade,8458,100115,Kelso School District,2017-18,387
10th Grade,9075,100028,Bridgeport School District,2017-18,69
10th Grade,9206,100072,Eastmont School District,2017-18,477
10th Grade,9207,100138,Mansfield School District,2017-18,8
10th Grade,9209,100288,Waterville School District,2017-18,21
10th Grade,10050,100061,Curlew School District,2017-18,11
10th Grade,10070,100109,Inchelium School District,2017-18,16
10th Grade,10309,100217,Republic School District,2017-18,28
10th Grade,11001,100195,Pasco School District,2017-18,"1,272"
10th Grade,11051,100168,North Franklin School District,2017-18,152
10th Grade,11056,100112,Kahlotus School District,2017-18,6
10th Grade,12110,100201,Pomeroy School District,2017-18,25
10th Grade,13073,100281,Wahluke School District,2017-18,154
10th Grade,13144,100212,Quincy School District,2017-18,215
10th Grade,13146,100285,Warden School District,2017-18,67
10th Grade,13151,100057,Coulee-Hartline School District,2017-18,21
10th Grade,13156,100241,Soap Lake School District,2017-18,37
10th Grade,13160,100226,Royal School District,2017-18,121
10th Grade,13161,100153,Moses Lake School District,2017-18,616
10th Grade,13165,100081,Ephrata School District,2017-18,198
10th Grade,13167,100298,Wilson Creek School District,2017-18,16
10th Grade,13301,100095,Grand Coulee Dam School District,2017-18,57
10th Grade,14005,100010,Aberdeen School District,2017-18,255
10th Grade,14028,100108,Hoquiam School District,2017-18,144
10th Grade,14064,100167,North Beach School District No. 64,2017-18,45
10th Grade,14066,100151,Montesano School District,2017-18,118
10th Grade,14068,100077,Elma School District,2017-18,130
10th Grade,14077,100262,Taholah School District,2017-18,12
10th Grade,14097,100211,Lake Quinault School District,2017-18,12
10th Grade,14117,100300,Wishkah Valley School District,2017-18,14
10th Grade,14172,100179,Ocosta School District,2017-18,43
10th Grade,14400,100177,Oakville School District,2017-18,17
10th Grade,15201,100175,Oak Harbor School District,2017-18,414
10th Grade,15204,100058,Coupeville School District,2017-18,84
10th Grade,15206,100245,South Whidbey School District,2017-18,129
10th Grade,16048,100209,Quilcene School District,2017-18,23
10th Grade,16049,100044,Chimacum School District,2017-18,80
10th Grade,16050,100203,Port Townsend School District,2017-18,82
10th Grade,17001,100229,Seattle School District #1,2017-18,"3,574"
10th Grade,17210,100086,Federal Way School District,2017-18,"1,744"
10th Grade,17216,100080,Enumclaw School District,2017-18,298
10th Grade,17400,100146,Mercer Island School District,2017-18,369
10th Grade,17401,100105,Highline School District,2017-18,"1,441"
10th Grade,17402,100279,Vashon Island School District,2017-18,145
10th Grade,17403,100216,Renton School District,2017-18,"1,075"
10th Grade,17404,100238,Skykomish School District,2017-18,5
10th Grade,17405,100019,Bellevue School District,2017-18,"1,703"
10th Grade,17406,100243,Tukwila School District,2017-18,270
10th Grade,17407,100222,Riverview School District,2017-18,259
10th Grade,17408,100016,Auburn School District,2017-18,"1,298"
10th Grade,17409,100263,Tahoma School District,2017-18,653
10th Grade,17410,100240,Snoqualmie Valley School District,2017-18,473
10th Grade,17411,100111,Issaquah School District,2017-18,"1,593"
10th Grade,17412,100236,Shoreline School District,2017-18,760
10th Grade,17414,100127,Lake Washington School District,2017-18,"1,995"
10th Grade,17415,100117,Kent School District,2017-18,"2,075"
10th Grade,17417,100174,Northshore School District,2017-18,"1,560"
10th Grade,17902,105808,Summit Public School: Sierra,2017-18,88
10th Grade,17903,105771,Muckleshoot Indian Tribe,2017-18,28
10th Grade,18100,100026,Bremerton School District,2017-18,315
10th Grade,18303,100017,Bainbridge Island School District,2017-18,370
10th Grade,18400,100169,North Kitsap School District,2017-18,433
10th Grade,18401,100038,Central Kitsap School District,2017-18,888
10th Grade,18402,100244,South Kitsap School District,2017-18,713
10th Grade,18801,100005,Olympic Educational Service District 114,2017-18,8
10th Grade,18902,105768,Suquamish Tribal Education Department,2017-18,13
10th Grade,19028,100073,Easton School District,2017-18,6
10th Grade,19400,100266,Thorp School District,2017-18,10
10th Grade,19401,100076,Ellensburg School District,2017-18,242
10th Grade,19403,100120,Kittitas School District,2017-18,64
10th Grade,19404,100046,Cle Elum-Roslyn School District,2017-18,71
10th Grade,20094,100301,Wishram School District,2017-18,6
10th Grade,20203,100023,Bickleton School District,2017-18,12
10th Grade,20400,100272,Trout Lake School District,2017-18,14
10th Grade,20401,100093,Glenwood School District,2017-18,10
10th Grade,20402,100121,Klickitat School District,2017-18,8
10th Grade,20404,100094,Goldendale School District,2017-18,77
10th Grade,20405,100295,White Salmon Valley School District,2017-18,104
10th Grade,20406,100135,Lyle School District,2017-18,14
10th Grade,21014,100161,Napavine School District,2017-18,64
10th Grade,21206,100154,Mossyrock School District,2017-18,36
10th Grade,21214,100152,Morton School District,2017-18,30
10th Grade,21226,100011,Adna School District,2017-18,57
10th Grade,21232,100299,Winlock School District,2017-18,48
10th Grade,21237,100267,Toledo School District,2017-18,59
10th Grade,21300,100184,Onalaska School District,2017-18,50
10th Grade,21301,100198,Pe Ell School District,2017-18,20
10th Grade,21302,100041,Chehalis School District,2017-18,255
10th Grade,21303,100293,White Pass School District,2017-18,35
10th Grade,21401,100040,Centralia School District,2017-18,283
10th Grade,22008,100248,Sprague School District,2017-18,11
10th Grade,22009,100215,Reardan-Edwall School District,2017-18,61
10th Grade,22073,100060,Creston School District,2017-18,8
10th Grade,22105,100180,Odessa School District,2017-18,22
10th Grade,22200,100296,Wilbur School District,2017-18,27
10th Grade,22204,100103,Harrington School District,2017-18,6
10th Grade,22207,100065,Davenport School District,2017-18,62
10th Grade,23309,100235,Shelton School District,2017-18,378
10th Grade,23311,100140,Mary M Knight School District,2017-18,47
10th Grade,23403,100170,North Mason School District,2017-18,195
10th Grade,24019,100183,Omak School District,2017-18,485
10th Grade,24105,100181,Okanogan School District,2017-18,107
10th Grade,24111,100027,Brewster School District,2017-18,76
10th Grade,24122,100196,Pateros School District,2017-18,24
10th Grade,24350,100148,Methow Valley School District,2017-18,41
10th Grade,24404,100268,Tonasket School District,2017-18,92
10th Grade,24410,100190,Oroville School District,2017-18,36
10th Grade,25101,100178,Ocean Beach School District,2017-18,84
10th Grade,25116,100214,Raymond School District,2017-18,35
10th Grade,25118,100242,South Bend School District,2017-18,47
10th Grade,25155,100162,Naselle-Grays River Valley School District,2017-18,37
10th Grade,25160,100297,Willapa Valley School District,2017-18,27
10th Grade,25200,100171,North River School District,2017-18,5
10th Grade,26056,100164,Newport School District,2017-18,108
10th Grade,26059,100062,Cusick School District,2017-18,16
10th Grade,26070,100232,Selkirk School District,2017-18,22
10th Grade,27001,100254,Steilacoom Hist. School District,2017-18,265
10th Grade,27003,100207,Puyallup School District,2017-18,"1,733"
10th Grade,27010,100261,Tacoma School District,2017-18,"2,096"
10th Grade,27083,100275,University Place School District,2017-18,476
10th Grade,27320,100259,Sumner School District,2017-18,789
10th Grade,27344,100191,Orting School District,2017-18,195
10th Grade,27400,100047,Clover Park School District,2017-18,749
10th Grade,27401,100199,Peninsula School District,2017-18,744
10th Grade,27402,100090,Franklin Pierce School District,2017-18,552
10th Grade,27403,100022,Bethel School District,2017-18,"1,336"
10th Grade,27404,100074,Eatonville School District,2017-18,153
10th Grade,27416,100294,White River School District,2017-18,297
10th Grade,27417,100088,Fife School District,2017-18,289
10th Grade,27905,105809,Summit Public School: Olympus,2017-18,54
10th Grade,27931,104220,Bates Technical College,2017-18,11
10th Grade,28137,100186,Orcas Island School District,2017-18,51
10th Grade,28144,100134,Lopez School District,2017-18,15
10th Grade,28149,100227,San Juan Island School District,2017-18,85
10th Grade,29011,100054,Concrete School District,2017-18,35
10th Grade,29100,100030,Burlington-Edison School District,2017-18,263
10th Grade,29101,100230,Sedro-Woolley School District,2017-18,289
10th Grade,29103,100013,Anacortes School District,2017-18,216
10th Grade,29311,100123,La Conner School District,2017-18,43
10th Grade,29320,100158,Mount Vernon School District,2017-18,501
10th Grade,29801,100009,Northwest Educational Service District 189,2017-18,2
10th Grade,30031,100149,Mill A School District,2017-18,1
10th Grade,30303,100256,Stevenson-Carson School District,2017-18,64
10th Grade,31002,100083,Everett School District,2017-18,"1,370"
10th Grade,31004,100126,Lake Stevens School District,2017-18,613
10th Grade,31006,100159,Mukilteo School District,2017-18,"1,134"
10th Grade,31015,100075,Edmonds School District,2017-18,"1,607"
10th Grade,31016,100014,Arlington School District,2017-18,446
10th Grade,31025,100142,Marysville School District,2017-18,827
10th Grade,31103,100150,Monroe School District,2017-18,485
10th Grade,31201,100239,Snohomish School District,2017-18,862
10th Grade,31306,100128,Lakewood School District,2017-18,209
10th Grade,31311,100257,Sultan School District,2017-18,150
10th Grade,31330,100064,Darrington School District,2017-18,37
10th Grade,31332,100098,Granite Falls School District,2017-18,155
10th Grade,31401,100250,Stanwood-Camano School District,2017-18,357
10th Grade,32081,100247,Spokane School District,2017-18,"2,170"
10th Grade,32325,100165,Nine Mile Falls School District,2017-18,113
10th Grade,32326,100145,Medical Lake School District,2017-18,131
10th Grade,32354,100144,Mead School District,2017-18,902
10th Grade,32356,100039,Central Valley School District,2017-18,998
10th Grade,32358,100091,Freeman School District,2017-18,83
10th Grade,32360,100042,Cheney School District,2017-18,322
10th Grade,32361,100070,East Valley School District (Spokane),2017-18,342
10th Grade,32362,100130,Liberty School District,2017-18,32
10th Grade,32363,100291,West Valley School District (Spokane),2017-18,355
10th Grade,32414,100067,Deer Park School District,2017-18,205
10th Grade,32416,100221,Riverside School District,2017-18,118
10th Grade,32801,100001,Educational Service District 101,2017-18,12
10th Grade,33036,100043,Chewelah School District,2017-18,79
10th Grade,33049,100289,Wellpinit School District,2017-18,24
10th Grade,33070,100277,Valley School District,2017-18,14
10th Grade,33115,100053,Colville School District,2017-18,141
10th Grade,33206,100051,Columbia (Stevens) School District,2017-18,9
10th Grade,33207,100141,Mary Walker School District,2017-18,53
10th Grade,33211,100173,Northport School District,2017-18,19
10th Grade,33212,100118,Kettle Falls School District,2017-18,120
10th Grade,34002,100304,Yelm School District,2017-18,414
10th Grade,34003,100172,North Thurston Public Schools,2017-18,"1,090"
10th Grade,34033,100273,Tumwater School District,2017-18,553
10th Grade,34111,100182,Olympia School District,2017-18,842
10th Grade,34307,100213,Rainier School District,2017-18,61
10th Grade,34401,100223,Rochester School District,2017-18,154
10th Grade,34402,100265,Tenino School District,2017-18,106
10th Grade,34801,100004,Capital Region ESD 113,2017-18,7
10th Grade,34974,103312,Office of the Governor (Sch for Blind),2017-18,9
10th Grade,34975,103313,WA State Center for Childhood Deafness and Hearing Loss,2017-18,9
10th Grade,34979,105554,Washington Military Department,2017-18,38
10th Grade,35200,100280,Wahkiakum School District,2017-18,34
10th Grade,36140,100283,Walla Walla Public Schools,2017-18,495
10th Grade,36250,100049,College Place School District,2017-18,112
10th Grade,36300,100270,Touchet School District,2017-18,12
10th Grade,36400,100052,Columbia (Walla Walla) School District,2017-18,47
10th Grade,36401,100282,Waitsburg School District,2017-18,32
10th Grade,36402,100204,Prescott School District,2017-18,25
10th Grade,37501,100020,Bellingham School District,2017-18,929
10th Grade,37502,100087,Ferndale School District,2017-18,355
10th Grade,37503,100024,Blaine School District,2017-18,188
10th Grade,37504,100136,Lynden School District,2017-18,215
10th Grade,37505,100147,Meridian School District,2017-18,131
10th Grade,37506,100166,Nooksack Valley School District,2017-18,129
10th Grade,37507,100156,Mount Baker School District,2017-18,101
10th Grade,37903,105800,Lummi Tribal Agency,2017-18,26
10th Grade,38126,100124,LaCrosse School District,2017-18,5
10th Grade,38265,100264,Tekoa School District,2017-18,14
10th Grade,38267,100206,Pullman School District,2017-18,217
10th Grade,38300,100048,Colfax School District,2017-18,43
10th Grade,38301,100194,Palouse School District,2017-18,10
10th Grade,38302,100092,Garfield School District,2017-18,10
10th Grade,38306,100050,Colton School District,2017-18,11
10th Grade,38320,100225,Rosalia School District,2017-18,11
10th Grade,38322,100249,St. John School District,2017-18,21
10th Grade,38324,100176,Oakesdale School District,2017-18,12
10th Grade,39003,100160,Naches Valley School District,2017-18,106
10th Grade,39007,100303,Yakima School District,2017-18,"1,235"
10th Grade,39090,100071,East Valley School District (Yakima),2017-18,222
10th Grade,39119,100231,Selah School District,2017-18,311
10th Grade,39120,100137,Mabton School District,2017-18,57
10th Grade,39200,100096,Grandview School District,2017-18,264
10th Grade,39201,100260,Sunnyside School District,2017-18,489
10th Grade,39202,100269,Toppenish School District,2017-18,395
10th Grade,39203,100104,Highland School District,2017-18,86
10th Grade,39204,100097,Granger School District,2017-18,94
10th Grade,39205,100305,Zillah School District,2017-18,97
10th Grade,39207,100284,Wapato School District,2017-18,245
10th Grade,39208,100292,West Valley School District (Yakima),2017-18,408
10th Grade,39209,100155,Mount Adams School District,2017-18,63
11th Grade,,106169,,2017-18,3
11th Grade,,106176,,2017-18,77
11th Grade,1,103300,Washington State,2017-18,"86,286"
11th Grade,1500,100509,Forks Alternative School,2017-18,6
11th Grade,1502,101445,Two Rivers School,2017-18,27
11th Grade,1506,103883,Quincy Innovation Academy,2017-18,18
11th Grade,1508,103245,Computer Academy Toppenish High School,2017-18,46
11th Grade,1510,102285,Challenger High School,2017-18,107
11th Grade,1516,102248,Henderson Bay Alt High School,2017-18,23
11th Grade,1518,100816,Smokiam Alternative High School,2017-18,4
11th Grade,1519,102509,Edmonds eLearning Academy,2017-18,24
11th Grade,1523,101228,Special Ed School,2017-18,1
11th Grade,1533,102672,A-3 Multiagency Adolescent Prog,2017-18,11
11th Grade,1534,101317,Griffin Home,2017-18,2
11th Grade,1537,102374,State Street High School,2017-18,40
11th Grade,1539,101251,CHOICE Academy,2017-18,27
11th Grade,1547,100973,Middle College High School,2017-18,12
11th Grade,1558,102512,Unassigned School,2017-18,1
11th Grade,1559,101854,Lewis County Juvenile Detention,2017-18,5
11th Grade,1567,102676,Eagle Peak at Pratt,2017-18,15
11th Grade,1574,100517,Fir Grove Childrens Center,2017-18,3
11th Grade,1594,102882,Panorama School,2017-18,15
11th Grade,1596,100989,Seattle World School,2017-18,50
11th Grade,1604,102679,Alternative Tamarack School,2017-18,2
11th Grade,1605,102356,Twin Cedars High School,2017-18,3
11th Grade,1613,100455,Westside High School,2017-18,96
11th Grade,1617,100344,Educational Opportunity Center,2017-18,22
11th Grade,1621,101963,Methow Valley Independent  L C,2017-18,4
11th Grade,1624,101458,Issaquah Special Services,2017-18,3
11th Grade,1627,102913,Yelm Extension School,2017-18,22
11th Grade,1628,102840,Dishman Hills High School,2017-18,100
11th Grade,1629,100892,East Grays Harbor High School,2017-18,7
11th Grade,1635,100996,Interagency Programs,2017-18,78
11th Grade,1640,102035,Puyallup Online Academy/POA,2017-18,31
11th Grade,1646,100587,49th Street Academy,2017-18,4
11th Grade,1647,103042,Options High School,2017-18,46
11th Grade,1648,101319,Out Of District Facility,2017-18,4
11th Grade,1649,101513,Contractual Schools,2017-18,7
11th Grade,1657,102574,Heritage School,2017-18,35
11th Grade,1667,101483,Handicapped Contractual Services,2017-18,5
11th Grade,1671,100510,District Run Home School,2017-18,1
11th Grade,1680,101927,James A. Taylor High School,2017-18,9
11th Grade,1682,100936,South Whidbey Academy,2017-18,11
11th Grade,1688,101517,Emerson K-12,2017-18,7
11th Grade,1689,100518,Vancouver School of Arts and Academics,2017-18,71
11th Grade,1706,101518,International Community School,2017-18,40
11th Grade,1707,102661,Lincoln Hill High School,2017-18,35
11th Grade,1708,100494,Sequim Community School,2017-18,2
11th Grade,1709,102870,Chewelah Alternative,2017-18,1
11th Grade,1713,102945,Secondary Options,2017-18,24
11th Grade,1718,101741,Explorer Academy,2017-18,24
11th Grade,1724,100952,PI Program,2017-18,6
11th Grade,1733,101701,Pal Program,2017-18,16
11th Grade,1735,102991,H.e.a.r.t. High School,2017-18,9
11th Grade,1737,101663,Renaissance Alternative High School,2017-18,37
11th Grade,1751,101004,Cascade Parent Partnership Program,2017-18,11
11th Grade,1753,102471,Homelink,2017-18,6
11th Grade,1754,100777,Palouse Junction High School,2017-18,9
11th Grade,1756,101403,CLIP,2017-18,12
11th Grade,1758,100918,Homeconnection,2017-18,27
11th Grade,1759,101183,Internet Academy,2017-18,50
11th Grade,1763,102871,Chewelah Alternative Educational Programs,2017-18,5
11th Grade,1767,102684,The Healing Lodge,2017-18,3
11th Grade,1768,102960,Avanti High School,2017-18,38
11th Grade,1769,102810,Three Springs High School,2017-18,15
11th Grade,1771,101484,Home Education Exchange,2017-18,2
11th Grade,1776,103229,Contract Learning Center,2017-18,11
11th Grade,1777,102600,Sky Valley Education Center,2017-18,67
11th Grade,1784,101322,H.O.M.E. Program,2017-18,3
11th Grade,1795,100695,Woodland Alternative School,2017-18,36
11th Grade,1797,102088,Day Reporting School,2017-18,9
11th Grade,1798,100961,OCEAN,2017-18,5
11th Grade,1799,103049,Visions (Seamar Youth Center),2017-18,8
11th Grade,1802,100458,Chelan County Juvenile Detention Center,2017-18,3
11th Grade,1803,102768,Mead Alternative High School,2017-18,26
11th Grade,1804,101520,Futures School,2017-18,10
11th Grade,1806,102602,Leaders In Learning,2017-18,21
11th Grade,1807,101569,Regional Justice Center,2017-18,8
11th Grade,1814,101623,Northshore Networks,2017-18,40
11th Grade,1815,101624,Northshore Special Services,2017-18,3
11th Grade,1822,101307,Family Link,2017-18,3
11th Grade,1825,102210,Alfaretta House,2017-18,4
