Organizationcode,organizationid,Organizationname,Schoolyear,Test Administration (group),Test Subject,Percent Taking WaAIM,Denominator ExcludingPP,PercentMet IncludingPP
5478,106061,Marysville Getchell High School,2017-18,General,Science,,454,27.7%
5480,106063,Pacific Crest Innovation Academy,2017-18,General,English Language Arts,,2,
5480,106063,Pacific Crest Innovation Academy,2017-18,General,Math,,2,
5480,106063,Pacific Crest Innovation Academy,2017-18,General,Science,,4,
5481,106064,North Creek High School,2017-18,General,English Language Arts,0.98%,404,90.0%
5481,106064,North Creek High School,2017-18,General,Math,0.99%,402,74.3%
5481,106064,North Creek High School,2017-18,General,Science,1.17%,338,48.8%
5484,106067,Vera Risdon Middle School,2017-18,General,English Language Arts,0.61%,811,54.7%
5484,106067,Vera Risdon Middle School,2017-18,General,Math,0.61%,813,50.1%
5484,106067,Vera Risdon Middle School,2017-18,General,Science,,268,61.1%
5485,106068,Edmonds S. Meany Middle School,2017-18,General,English Language Arts,0.87%,458,57.6%
5485,106068,Edmonds S. Meany Middle School,2017-18,General,Math,0.87%,458,42.3%
5485,106068,Edmonds S. Meany Middle School,2017-18,General,Science,0.79%,126,40.4%
5486,106069,Robert Eagle Staff Middle School,2017-18,General,English Language Arts,,709,74.3%
5486,106069,Robert Eagle Staff Middle School,2017-18,General,Math,,710,68.4%
5486,106069,Robert Eagle Staff Middle School,2017-18,General,Science,,210,78.0%
5487,106070,Cedar Park Elementary School,2017-18,General,English Language Arts,,14,50.0%
5487,106070,Cedar Park Elementary School,2017-18,General,Math,,14,42.8%
5487,106070,Cedar Park Elementary School,2017-18,General,Science,,6,
5488,106071,Stephen Decatur Elementary School,2017-18,General,English Language Arts,,175,98.2%
5488,106071,Stephen Decatur Elementary School,2017-18,General,Math,,175,97.7%
5488,106071,Stephen Decatur Elementary School,2017-18,General,Science,,56,96.4%
5489,106072,Cedar River Elementary,2017-18,General,English Language Arts,,341,83.5%
5489,106072,Cedar River Elementary,2017-18,General,Math,,341,80.6%
5489,106072,Cedar River Elementary,2017-18,General,Science,,130,88.4%
5490,106073,Tahoma Elementary,2017-18,General,English Language Arts,1.66%,355,70.7%
5490,106073,Tahoma Elementary,2017-18,General,Math,1.93%,355,69.8%
5490,106073,Tahoma Elementary,2017-18,General,Science,1.68%,117,76.9%
5493,106076,Leona Libby Middle School,2017-18,General,English Language Arts,,669,75.7%
5493,106076,Leona Libby Middle School,2017-18,General,Math,,670,62.0%
5493,106076,Leona Libby Middle School,2017-18,General,Science,,190,71.0%
5494,106077,Columbia River Gorge Elementary School,2017-18,General,English Language Arts,1.86%,211,52.1%
5494,106077,Columbia River Gorge Elementary School,2017-18,General,Math,1.86%,211,53.0%
5494,106077,Columbia River Gorge Elementary School,2017-18,General,Science,,57,40.3%
5495,106078,Arlington Open Doors,2017-18,General,English Language Arts,,1,
5495,106078,Arlington Open Doors,2017-18,General,Math,,1,
5495,106078,Arlington Open Doors,2017-18,General,Science,,17,23.5%
5496,106079,Wa He Lut Indian School,2017-18,General,English Language Arts,,95,8.4%
5496,106079,Wa He Lut Indian School,2017-18,General,Math,,95,3.1%
5496,106079,Wa He Lut Indian School,2017-18,General,Science,,35,8.5%
5497,106080,Sage Hills Open Doors Youth Re-Engagement Program,2017-18,General,Science,,2,
5498,106081,Mukilteo Reengagement Academy Open Doors,2017-18,General,Science,,8,
5499,106082,CRCC-Open Doors,2017-18,General,English Language Arts,,2,
5499,106082,CRCC-Open Doors,2017-18,General,Math,,2,
5499,106082,CRCC-Open Doors,2017-18,General,Science,,11,
5500,106083,SVI 1418 Re-Engagement Program,2017-18,General,English Language Arts,,7,
5500,106083,SVI 1418 Re-Engagement Program,2017-18,General,Math,,7,
5500,106083,SVI 1418 Re-Engagement Program,2017-18,General,Science,,28,
5502,106085,Daybreak Youth Services,2017-18,General,English Language Arts,,7,
5502,106085,Daybreak Youth Services,2017-18,General,Math,,7,
5502,106085,Daybreak Youth Services,2017-18,General,Science,,5,
5504,106088,WEST VALLEY VIRTUAL ACADEMY K-6,2017-18,General,English Language Arts,,12,
5504,106088,WEST VALLEY VIRTUAL ACADEMY K-6,2017-18,General,Math,,12,
5504,106088,WEST VALLEY VIRTUAL ACADEMY K-6,2017-18,General,Science,,5,
5505,106089,WEST VALLEY VIRTUAL ACADEMY 7-8,2017-18,General,English Language Arts,,10,
5505,106089,WEST VALLEY VIRTUAL ACADEMY 7-8,2017-18,General,Math,,10,
5505,106089,WEST VALLEY VIRTUAL ACADEMY 7-8,2017-18,General,Science,,8,
5506,106090,WEST VALLEY VIRTUAL ACADEMY 9-12,2017-18,General,English Language Arts,,45,2.2%
5506,106090,WEST VALLEY VIRTUAL ACADEMY 9-12,2017-18,General,Math,,45,
5506,106090,WEST VALLEY VIRTUAL ACADEMY 9-12,2017-18,General,Science,,43,
5507,106091,Liberty Creek Elementary School,2017-18,General,English Language Arts,,31,64.5%
5507,106091,Liberty Creek Elementary School,2017-18,General,Math,,31,58.0%
5950,104221,Bates Technical High School,2017-18,General,English Language Arts,,9,
5950,104221,Bates Technical High School,2017-18,General,Math,,10,
5950,104221,Bates Technical High School,2017-18,General,Science,,80,
5953,104473,Lake Washington Technical Academy,2017-18,General,Science,,59,
01109,100287,Washtucna School District,2017-18,General,English Language Arts,,30,46.6%
01109,100287,Washtucna School District,2017-18,General,Math,,30,26.6%
01109,100287,Washtucna School District,2017-18,General,Science,,16,43.7%
01147,100192,Othello School District,2017-18,General,English Language Arts,1.29%,"2,376",35.3%
01147,100192,Othello School District,2017-18,General,Math,1.29%,"2,374",35.4%
01147,100192,Othello School District,2017-18,General,Science,1.23%,966,25.9%
01158,100131,Lind School District,2017-18,General,English Language Arts,,104,49.0%
01158,100131,Lind School District,2017-18,General,Math,,104,29.8%
01158,100131,Lind School District,2017-18,General,Science,,44,38.6%
01160,100220,Ritzville School District,2017-18,General,English Language Arts,,187,67.9%
01160,100220,Ritzville School District,2017-18,General,Math,,186,51.6%
01160,100220,Ritzville School District,2017-18,General,Science,,76,56.5%
02250,100045,Clarkston School District,2017-18,General,English Language Arts,1.40%,"1,270",54.8%
02250,100045,Clarkston School District,2017-18,General,Math,1.40%,"1,269",40.9%
02250,100045,Clarkston School District,2017-18,General,Science,0.52%,569,44.8%
02420,100015,Asotin-Anatone School District,2017-18,General,English Language Arts,,300,67.6%
02420,100015,Asotin-Anatone School District,2017-18,General,Math,,300,61.3%
02420,100015,Asotin-Anatone School District,2017-18,General,Science,,123,57.7%
03017,100116,Kennewick School District,2017-18,General,English Language Arts,1.21%,"9,821",56.5%
03017,100116,Kennewick School District,2017-18,General,Math,1.19%,"9,806",42.1%
03017,100116,Kennewick School District,2017-18,General,Science,1.41%,"4,061",32.8%
03050,100197,Paterson School District,2017-18,General,English Language Arts,,83,63.8%
03050,100197,Paterson School District,2017-18,General,Math,,84,59.5%
03050,100197,Paterson School District,2017-18,General,Science,,30,63.3%
03052,100119,Kiona-Benton City School District,2017-18,General,English Language Arts,1.16%,769,32.2%
03052,100119,Kiona-Benton City School District,2017-18,General,Math,1.16%,768,25.0%
03052,100119,Kiona-Benton City School District,2017-18,General,Science,0.94%,315,33.3%
03053,100089,Finley School District,2017-18,General,English Language Arts,0.21%,474,34.1%
03053,100089,Finley School District,2017-18,General,Math,0.21%,475,17.6%
03053,100089,Finley School District,2017-18,General,Science,0.49%,205,23.4%
03116,100205,Prosser School District,2017-18,General,English Language Arts,0.62%,"1,436",44.4%
03116,100205,Prosser School District,2017-18,General,Math,0.83%,"1,432",36.8%
03116,100205,Prosser School District,2017-18,General,Science,0.74%,671,36.8%
03400,100218,Richland School District,2017-18,General,English Language Arts,0.53%,"7,200",62.9%
03400,100218,Richland School District,2017-18,General,Math,0.52%,"7,209",50.6%
03400,100218,Richland School District,2017-18,General,Science,0.55%,"3,101",41.6%
04019,100139,Manson School District,2017-18,General,English Language Arts,0.88%,339,35.6%
04019,100139,Manson School District,2017-18,General,Math,0.88%,339,31.2%
04019,100139,Manson School District,2017-18,General,Science,,134,38.0%
04069,100253,Stehekin School District,2017-18,General,English Language Arts,,2,
04069,100253,Stehekin School District,2017-18,General,Math,,2,
04069,100253,Stehekin School District,2017-18,General,Science,,1,
04127,100079,Entiat School District,2017-18,General,English Language Arts,,170,47.0%
04127,100079,Entiat School District,2017-18,General,Math,,171,35.6%
04127,100079,Entiat School District,2017-18,General,Science,,70,58.5%
04129,100125,Lake Chelan School District,2017-18,General,English Language Arts,0.78%,763,55.0%
04129,100125,Lake Chelan School District,2017-18,General,Math,0.78%,762,43.1%
04129,100125,Lake Chelan School District,2017-18,General,Science,0.59%,337,37.3%
04222,100035,CASHMERE SCHOOL DISTRICT,2017-18,General,English Language Arts,0.58%,857,66.8%
04222,100035,CASHMERE SCHOOL DISTRICT,2017-18,General,Math,0.58%,858,53.7%
04222,100035,CASHMERE SCHOOL DISTRICT,2017-18,General,Science,0.84%,356,49.1%
04228,100034,Cascade School District,2017-18,General,English Language Arts,0.42%,707,66.1%
04228,100034,Cascade School District,2017-18,General,Math,0.56%,708,52.9%
04228,100034,Cascade School District,2017-18,General,Science,,299,44.4%
04246,100290,Wenatchee School District,2017-18,General,English Language Arts,0.96%,"4,005",51.0%
04246,100290,Wenatchee School District,2017-18,General,Math,0.97%,"4,001",35.7%
04246,100290,Wenatchee School District,2017-18,General,Science,1.37%,"1,723",40.4%
05121,100202,Port Angeles School District,2017-18,General,English Language Arts,1.31%,"1,964",63.2%
05121,100202,Port Angeles School District,2017-18,General,Math,1.31%,"1,965",53.4%
05121,100202,Port Angeles School District,2017-18,General,Science,1.28%,849,47.4%
05313,100059,Crescent School District,2017-18,General,English Language Arts,,124,65.6%
05313,100059,Crescent School District,2017-18,General,Math,,125,50.4%
05313,100059,Crescent School District,2017-18,General,Science,,56,46.4%
05323,100233,Sequim School District,2017-18,General,English Language Arts,1.15%,"1,456",65.5%
05323,100233,Sequim School District,2017-18,General,Math,1.16%,"1,453",55.7%
05323,100233,Sequim School District,2017-18,General,Science,0.45%,658,60.4%
05401,100032,Cape Flattery School District,2017-18,General,English Language Arts,1.63%,242,46.6%
05401,100032,Cape Flattery School District,2017-18,General,Math,1.62%,243,38.2%
05401,100032,Cape Flattery School District,2017-18,General,Science,,99,33.3%
05402,100210,Quillayute Valley School District,2017-18,General,English Language Arts,1.70%,519,49.1%
05402,100210,Quillayute Valley School District,2017-18,General,Math,1.71%,518,43.2%
05402,100210,Quillayute Valley School District,2017-18,General,Science,0.86%,230,41.7%
06037,100278,Vancouver School District,2017-18,General,English Language Arts,1.00%,"12,429",52.7%
06037,100278,Vancouver School District,2017-18,General,Math,1.00%,"12,425",42.3%
06037,100278,Vancouver School District,2017-18,General,Science,0.78%,"5,190",43.1%
06098,100106,Hockinson School District,2017-18,General,English Language Arts,0.65%,"1,064",65.4%
06098,100106,Hockinson School District,2017-18,General,Math,0.65%,"1,063",52.3%
06098,100106,Hockinson School District,2017-18,General,Science,0.88%,448,48.4%
06101,100122,La Center School District,2017-18,General,English Language Arts,0.43%,927,62.6%
06101,100122,La Center School District,2017-18,General,Math,0.43%,927,48.6%
06101,100122,La Center School District,2017-18,General,Science,0.46%,431,45.7%
06103,100101,Green Mountain School District,2017-18,General,English Language Arts,,106,52.8%
06103,100101,Green Mountain School District,2017-18,General,Math,,106,38.6%
06103,100101,Green Mountain School District,2017-18,General,Science,,42,50.0%
06112,100286,Washougal School District,2017-18,General,English Language Arts,0.81%,"1,718",64.5%
06112,100286,Washougal School District,2017-18,General,Math,0.75%,"1,719",53.0%
06112,100286,Washougal School District,2017-18,General,Science,0.43%,697,47.7%
06114,100084,Evergreen School District (Clark),2017-18,General,English Language Arts,1.09%,"13,482",52.6%
06114,100084,Evergreen School District (Clark),2017-18,General,Math,1.09%,"13,482",42.3%
06114,100084,Evergreen School District (Clark),2017-18,General,Science,1.08%,"5,966",41.8%
06117,100031,Camas School District,2017-18,General,English Language Arts,0.81%,"3,912",81.0%
06117,100031,Camas School District,2017-18,General,Math,0.86%,"3,913",70.8%
06117,100031,Camas School District,2017-18,General,Science,0.70%,"1,703",54.8%
06119,100018,Battle Ground School District,2017-18,General,English Language Arts,0.72%,"7,027",59.6%
06119,100018,Battle Ground School District,2017-18,General,Math,0.71%,"7,014",47.8%
06119,100018,Battle Ground School District,2017-18,General,Science,0.69%,"3,014",48.6%
06122,100219,Ridgefield School District,2017-18,General,English Language Arts,0.49%,"1,631",72.1%
06122,100219,Ridgefield School District,2017-18,General,Math,0.49%,"1,630",62.2%
06122,100219,Ridgefield School District,2017-18,General,Science,0.45%,671,58.8%
06801,100003,Educational Service District 112,2017-18,General,English Language Arts,0.90%,"54,088",56.6%
06801,100003,Educational Service District 112,2017-18,General,Math,0.90%,"54,060",45.5%
06801,100003,Educational Service District 112,2017-18,General,Science,0.87%,"23,120",45.1%
07002,100066,Dayton School District,2017-18,General,English Language Arts,2.39%,204,58.8%
07002,100066,Dayton School District,2017-18,General,Math,2.39%,204,44.6%
07002,100066,Dayton School District,2017-18,General,Science,,93,58.0%
07035,100252,Starbuck School District,2017-18,General,English Language Arts,,20,45.0%
07035,100252,Starbuck School District,2017-18,General,Math,,20,10.0%
07035,100252,Starbuck School District,2017-18,General,Science,,7,
08122,100132,Longview School District,2017-18,General,English Language Arts,1.22%,"3,470",46.8%
08122,100132,Longview School District,2017-18,General,Math,1.25%,"3,471",37.7%
08122,100132,Longview School District,2017-18,General,Science,1.63%,"1,448",42.1%
08130,100271,Toutle Lake School District,2017-18,General,English Language Arts,,375,63.2%
08130,100271,Toutle Lake School District,2017-18,General,Math,,374,48.1%
08130,100271,Toutle Lake School District,2017-18,General,Science,,140,57.8%
08401,100036,Castle Rock School District,2017-18,General,English Language Arts,0.41%,734,51.3%
08401,100036,Castle Rock School District,2017-18,General,Math,0.41%,734,35.6%
08401,100036,Castle Rock School District,2017-18,General,Science,,284,39.7%
08402,100113,Kalama School District,2017-18,General,English Language Arts,1.45%,544,57.3%
08402,100113,Kalama School District,2017-18,General,Math,1.45%,544,42.2%
08402,100113,Kalama School District,2017-18,General,Science,1.22%,242,47.9%
08404,100302,Woodland School District,2017-18,General,English Language Arts,0.87%,"1,259",57.1%
08404,100302,Woodland School District,2017-18,General,Math,0.87%,"1,255",43.7%
08404,100302,Woodland School District,2017-18,General,Science,1.04%,573,37.5%
08458,100115,Kelso School District,2017-18,General,English Language Arts,0.38%,"2,632",52.7%
08458,100115,Kelso School District,2017-18,General,Math,0.38%,"2,624",36.1%
08458,100115,Kelso School District,2017-18,General,Science,0.37%,"1,078",49.1%
09013,100189,Orondo School District,2017-18,General,English Language Arts,0.82%,121,43.8%
09013,100189,Orondo School District,2017-18,General,Math,0.82%,121,35.5%
09013,100189,Orondo School District,2017-18,General,Science,2.38%,41,26.8%
09075,100028,Bridgeport School District,2017-18,General,English Language Arts,0.43%,465,27.9%
09075,100028,Bridgeport School District,2017-18,General,Math,0.43%,465,19.7%
09075,100028,Bridgeport School District,2017-18,General,Science,,198,23.7%
09102,100193,Palisades School District,2017-18,General,English Language Arts,,12,25.0%
09102,100193,Palisades School District,2017-18,General,Math,,12,25.0%
09102,100193,Palisades School District,2017-18,General,Science,,3,
09206,100072,Eastmont School District,2017-18,General,English Language Arts,0.83%,"3,338",58.1%
09206,100072,Eastmont School District,2017-18,General,Math,0.83%,"3,337",44.2%
09206,100072,Eastmont School District,2017-18,General,Science,0.80%,"1,369",38.7%
09207,100138,Mansfield School District,2017-18,General,English Language Arts,,52,55.7%
09207,100138,Mansfield School District,2017-18,General,Math,,52,36.5%
09207,100138,Mansfield School District,2017-18,General,Science,,25,56.0%
09209,100288,Waterville School District,2017-18,General,English Language Arts,1.56%,126,46.8%
09209,100288,Waterville School District,2017-18,General,Math,1.56%,126,37.3%
09209,100288,Waterville School District,2017-18,General,Science,1.59%,62,37.0%
10003,100114,Keller School District,2017-18,General,English Language Arts,,12,16.6%
10003,100114,Keller School District,2017-18,General,Math,,13,23.0%
10003,100114,Keller School District,2017-18,General,Science,,3,
10050,100061,Curlew School District,2017-18,General,English Language Arts,,104,32.7%
10050,100061,Curlew School District,2017-18,General,Math,,107,26.1%
10050,100061,Curlew School District,2017-18,General,Science,,70,31.4%
10065,100188,Orient School District,2017-18,General,English Language Arts,,22,36.3%
10065,100188,Orient School District,2017-18,General,Math,,22,13.6%
10065,100188,Orient School District,2017-18,General,Science,,11,63.6%
10070,100109,Inchelium School District,2017-18,General,English Language Arts,,120,31.6%
10070,100109,Inchelium School District,2017-18,General,Math,,120,29.1%
10070,100109,Inchelium School District,2017-18,General,Science,,50,14.0%
10309,100217,Republic School District,2017-18,General,English Language Arts,,195,44.3%
10309,100217,Republic School District,2017-18,General,Math,,195,31.7%
10309,100217,Republic School District,2017-18,General,Science,,73,52.0%
11001,100195,Pasco School District,2017-18,General,English Language Arts,1.15%,"9,722",38.8%
11001,100195,Pasco School District,2017-18,General,Math,1.15%,"9,722",30.5%
11001,100195,Pasco School District,2017-18,General,Science,0.85%,"3,987",26.4%
11051,100168,North Franklin School District,2017-18,General,English Language Arts,0.69%,"1,152",40.4%
11051,100168,North Franklin School District,2017-18,General,Math,0.69%,"1,152",32.9%
11051,100168,North Franklin School District,2017-18,General,Science,0.40%,496,30.6%
11054,100251,Star School District No. 054,2017-18,General,English Language Arts,,2,
11054,100251,Star School District No. 054,2017-18,General,Math,,2,
11054,100251,Star School District No. 054,2017-18,General,Science,,1,
11056,100112,Kahlotus School District,2017-18,General,English Language Arts,,22,50.0%
11056,100112,Kahlotus School District,2017-18,General,Math,,22,27.2%
11056,100112,Kahlotus School District,2017-18,General,Science,,9,
11801,100007,Educational Service District 123,2017-18,General,English Language Arts,0.98%,"39,614",49.7%
11801,100007,Educational Service District 123,2017-18,General,Math,0.98%,"39,601",38.8%
11801,100007,Educational Service District 123,2017-18,General,Science,0.90%,"16,682",34.9%
12110,100201,Pomeroy School District,2017-18,General,English Language Arts,1.16%,170,56.4%
12110,100201,Pomeroy School District,2017-18,General,Math,1.18%,168,51.7%
12110,100201,Pomeroy School District,2017-18,General,Science,,79,54.4%
13073,100281,Wahluke School District,2017-18,General,English Language Arts,0.52%,"1,328",29.1%
13073,100281,Wahluke School District,2017-18,General,Math,0.52%,"1,330",24.4%
13073,100281,Wahluke School District,2017-18,General,Science,0.39%,514,23.5%
13144,100212,Quincy School District,2017-18,General,English Language Arts,1.06%,"1,593",34.5%
13144,100212,Quincy School District,2017-18,General,Math,1.06%,"1,593",31.3%
13144,100212,Quincy School District,2017-18,General,Science,1.35%,657,21.6%
13146,100285,Warden School District,2017-18,General,English Language Arts,0.75%,531,38.6%
13146,100285,Warden School District,2017-18,General,Math,0.75%,530,31.5%
13146,100285,Warden School District,2017-18,General,Science,0.45%,221,37.1%
13151,100057,Coulee-Hartline School District,2017-18,General,English Language Arts,,65,72.3%
13151,100057,Coulee-Hartline School District,2017-18,General,Math,,65,58.4%
13151,100057,Coulee-Hartline School District,2017-18,General,Science,,40,55.0%
13156,100241,Soap Lake School District,2017-18,General,English Language Arts,0.81%,246,33.3%
13156,100241,Soap Lake School District,2017-18,General,Math,0.80%,247,25.5%
13156,100241,Soap Lake School District,2017-18,General,Science,0.85%,116,27.5%
13160,100226,Royal School District,2017-18,General,English Language Arts,0.63%,947,40.6%
13160,100226,Royal School District,2017-18,General,Math,0.63%,947,34.4%
13160,100226,Royal School District,2017-18,General,Science,0.75%,398,34.4%
13161,100153,Moses Lake School District,2017-18,General,English Language Arts,1.40%,"4,520",48.0%
13161,100153,Moses Lake School District,2017-18,General,Math,1.42%,"4,517",37.5%
13161,100153,Moses Lake School District,2017-18,General,Science,1.46%,"1,760",38.5%
13165,100081,Ephrata School District,2017-18,General,English Language Arts,1.60%,"1,357",60.8%
13165,100081,Ephrata School District,2017-18,General,Math,1.52%,"1,357",56.3%
13165,100081,Ephrata School District,2017-18,General,Science,1.90%,568,44.1%
13167,100298,Wilson Creek School District,2017-18,General,English Language Arts,,48,39.5%
13167,100298,Wilson Creek School District,2017-18,General,Math,,48,37.5%
13167,100298,Wilson Creek School District,2017-18,General,Science,,12,16.6%
13301,100095,Grand Coulee Dam School District,2017-18,General,English Language Arts,1.00%,398,36.9%
13301,100095,Grand Coulee Dam School District,2017-18,General,Math,1.00%,398,28.3%
13301,100095,Grand Coulee Dam School District,2017-18,General,Science,0.57%,173,26.0%
14005,100010,Aberdeen School District,2017-18,General,English Language Arts,0.33%,"1,787",44.6%
14005,100010,Aberdeen School District,2017-18,General,Math,0.33%,"1,789",35.7%
14005,100010,Aberdeen School District,2017-18,General,Science,0.41%,730,28.7%
14028,100108,Hoquiam School District,2017-18,General,English Language Arts,1.03%,864,38.4%
14028,100108,Hoquiam School District,2017-18,General,Math,1.03%,863,29.0%
14028,100108,Hoquiam School District,2017-18,General,Science,1.35%,365,30.4%
14064,100167,North Beach School District No. 64,2017-18,General,English Language Arts,0.37%,267,49.0%
14064,100167,North Beach School District No. 64,2017-18,General,Math,0.37%,267,39.3%
14064,100167,North Beach School District No. 64,2017-18,General,Science,,121,18.1%
14065,100143,McCleary School District,2017-18,General,English Language Arts,1.63%,181,58.0%
14065,100143,McCleary School District,2017-18,General,Math,1.63%,181,41.9%
14065,100143,McCleary School District,2017-18,General,Science,1.72%,57,52.6%
14066,100151,Montesano School District,2017-18,General,English Language Arts,1.32%,747,64.5%
14066,100151,Montesano School District,2017-18,General,Math,1.32%,747,53.5%
14066,100151,Montesano School District,2017-18,General,Science,2.08%,283,44.8%
14068,100077,Elma School District,2017-18,General,English Language Arts,1.32%,747,50.6%
14068,100077,Elma School District,2017-18,General,Math,1.32%,749,39.1%
14068,100077,Elma School District,2017-18,General,Science,0.33%,299,38.4%
14077,100262,Taholah School District,2017-18,General,English Language Arts,1.02%,97,5.1%
14077,100262,Taholah School District,2017-18,General,Math,1.03%,96,4.1%
14077,100262,Taholah School District,2017-18,General,Science,,45,2.2%
14097,100211,Lake Quinault School District,2017-18,General,English Language Arts,1.03%,96,28.1%
14097,100211,Lake Quinault School District,2017-18,General,Math,1.03%,96,34.3%
14097,100211,Lake Quinault School District,2017-18,General,Science,,36,13.8%
14099,100056,Cosmopolis School District,2017-18,General,English Language Arts,,84,51.1%
14099,100056,Cosmopolis School District,2017-18,General,Math,,84,34.5%
14099,100056,Cosmopolis School District,2017-18,General,Science,,19,52.6%
14104,100228,Satsop School District,2017-18,General,English Language Arts,,39,58.9%
14104,100228,Satsop School District,2017-18,General,Math,,39,38.4%
14104,100228,Satsop School District,2017-18,General,Science,,11,63.6%
14117,100300,Wishkah Valley School District,2017-18,General,English Language Arts,,78,43.5%
14117,100300,Wishkah Valley School District,2017-18,General,Math,,78,26.9%
14117,100300,Wishkah Valley School District,2017-18,General,Science,,27,33.3%
14172,100179,Ocosta School District,2017-18,General,English Language Arts,2.27%,302,50.6%
14172,100179,Ocosta School District,2017-18,General,Math,2.24%,305,36.7%
14172,100179,Ocosta School District,2017-18,General,Science,2.82%,138,41.3%
14400,100177,Oakville School District,2017-18,General,English Language Arts,,124,38.7%
14400,100177,Oakville School District,2017-18,General,Math,,124,19.3%
14400,100177,Oakville School District,2017-18,General,Science,,51,33.3%
15201,100175,Oak Harbor School District,2017-18,General,English Language Arts,1.33%,"2,965",58.4%
15201,100175,Oak Harbor School District,2017-18,General,Math,1.33%,"2,968",46.1%
15201,100175,Oak Harbor School District,2017-18,General,Science,1.04%,"1,234",54.9%
15204,100058,Coupeville School District,2017-18,General,English Language Arts,,519,70.7%
15204,100058,Coupeville School District,2017-18,General,Math,,519,49.5%
15204,100058,Coupeville School District,2017-18,General,Science,,217,60.3%
15206,100245,South Whidbey School District,2017-18,General,English Language Arts,1.62%,727,58.0%
15206,100245,South Whidbey School District,2017-18,General,Math,1.62%,729,43.0%
15206,100245,South Whidbey School District,2017-18,General,Science,1.49%,331,47.4%
16020,100208,Queets-Clearwater School District,2017-18,General,English Language Arts,,9,
16020,100208,Queets-Clearwater School District,2017-18,General,Math,,9,
16020,100208,Queets-Clearwater School District,2017-18,General,Science,,2,
16046,100029,Brinnon School District,2017-18,General,English Language Arts,,46,67.3%
16046,100029,Brinnon School District,2017-18,General,Math,,46,43.4%
16046,100029,Brinnon School District,2017-18,General,Science,,16,43.7%
16048,100209,Quilcene School District,2017-18,General,English Language Arts,0.87%,114,45.6%
16048,100209,Quilcene School District,2017-18,General,Math,0.87%,114,33.3%
16048,100209,Quilcene School District,2017-18,General,Science,,57,35.0%
16049,100044,Chimacum School District,2017-18,General,English Language Arts,0.42%,472,46.1%
16049,100044,Chimacum School District,2017-18,General,Math,0.42%,472,33.4%
16049,100044,Chimacum School District,2017-18,General,Science,,225,50.2%
16050,100203,Port Townsend School District,2017-18,General,English Language Arts,2.02%,630,62.8%
16050,100203,Port Townsend School District,2017-18,General,Math,2.02%,629,47.6%
16050,100203,Port Townsend School District,2017-18,General,Science,2.92%,233,63.0%
17001,100229,Seattle School District #1,2017-18,General,English Language Arts,0.58%,"28,048",69.0%
17001,100229,Seattle School District #1,2017-18,General,Math,0.59%,"28,083",62.4%
17001,100229,Seattle School District #1,2017-18,General,Science,0.44%,"11,363",53.2%
17210,100086,Federal Way School District,2017-18,General,English Language Arts,0.82%,"11,781",46.0%
17210,100086,Federal Way School District,2017-18,General,Math,0.82%,"11,795",34.4%
17210,100086,Federal Way School District,2017-18,General,Science,0.72%,"4,968",31.3%
17216,100080,Enumclaw School District,2017-18,General,English Language Arts,1.39%,"2,125",66.1%
17216,100080,Enumclaw School District,2017-18,General,Math,1.44%,"2,121",52.7%
17216,100080,Enumclaw School District,2017-18,General,Science,0.84%,941,41.8%
17400,100146,Mercer Island School District,2017-18,General,English Language Arts,0.56%,"2,506",84.6%
17400,100146,Mercer Island School District,2017-18,General,Math,0.51%,"2,519",80.9%
17400,100146,Mercer Island School District,2017-18,General,Science,0.68%,"1,174",67.4%
17401,100105,Highline School District,2017-18,General,English Language Arts,1.15%,"9,624",48.7%
17401,100105,Highline School District,2017-18,General,Math,1.12%,"9,633",38.5%
17401,100105,Highline School District,2017-18,General,Science,1.02%,"3,887",33.9%
17402,100279,Vashon Island School District,2017-18,General,English Language Arts,,867,72.3%
17402,100279,Vashon Island School District,2017-18,General,Math,,867,59.6%
17402,100279,Vashon Island School District,2017-18,General,Science,,394,63.1%
17403,100216,Renton School District,2017-18,General,English Language Arts,1.70%,"8,116",54.9%
17403,100216,Renton School District,2017-18,General,Math,1.65%,"8,128",47.3%
17403,100216,Renton School District,2017-18,General,Science,1.37%,"3,374",43.0%
17404,100238,Skykomish School District,2017-18,General,English Language Arts,,30,43.3%
17404,100238,Skykomish School District,2017-18,General,Math,,30,33.3%
17404,100238,Skykomish School District,2017-18,General,Science,,9,
17405,100019,Bellevue School District,2017-18,General,English Language Arts,0.77%,"10,830",78.2%
17405,100019,Bellevue School District,2017-18,General,Math,0.75%,"10,882",73.5%
17405,100019,Bellevue School District,2017-18,General,Science,0.53%,"4,697",64.6%
17406,100243,Tukwila School District,2017-18,General,English Language Arts,0.92%,"1,513",41.5%
17406,100243,Tukwila School District,2017-18,General,Math,0.85%,"1,517",34.7%
17406,100243,Tukwila School District,2017-18,General,Science,0.99%,602,33.3%
17407,100222,Riverview School District,2017-18,General,English Language Arts,0.39%,"1,800",72.4%
17407,100222,Riverview School District,2017-18,General,Math,0.39%,"1,800",57.1%
17407,100222,Riverview School District,2017-18,General,Science,0.52%,764,54.4%
17408,100016,Auburn School District,2017-18,General,English Language Arts,1.09%,"8,631",55.8%
17408,100016,Auburn School District,2017-18,General,Math,1.09%,"8,652",49.0%
17408,100016,Auburn School District,2017-18,General,Science,1.02%,"3,585",39.1%
17409,100263,Tahoma School District,2017-18,General,English Language Arts,0.89%,"4,662",75.3%
